Registration,TestDate,Result,ExpiryDate,Advisories,TestCentre,RecordedAt,RecordedBy
AMB142,2026-02-18,Pass,2027-02-17,,Essex Commercial MOT Centre,2026-02-18T10:58:00,Demo Admin
AMB189,2026-02-18,Pass,2027-02-17,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2026-02-18T12:01:00,Demo Admin
AMB165,2026-02-20,Pass,2027-02-19,,Southend Vehicle Test Centre,2026-02-20T17:13:00,Demo Admin
AMB222,2026-02-22,Pass,2027-02-21,"Oil leak, but not excessive",Canvey Commercial Testing,2026-02-22T11:15:00,Demo Admin
AMB284,2026-02-25,Pass,2027-02-24,,Southend Vehicle Test Centre,2026-02-25T11:52:00,Demo Admin
AMB193,2026-03-04,Pass,2027-03-03,"Oil leak, but not excessive",Southend Vehicle Test Centre,2026-03-04T09:48:00,Demo Admin
AMB150,2026-03-07,Pass,2027-03-06,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-03-07T11:28:00,Demo Admin
AMB230,2026-03-11,Pass,2027-03-10,Suspension component excessively worn,Essex Commercial MOT Centre,2026-03-11T13:34:00,Demo Admin
AMB294,2026-03-12,Pass,2027-03-11,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-03-12T15:32:00,Demo Admin
AMB115,2026-03-13,Pass,2027-03-12,,Canvey Commercial Testing,2026-03-13T15:45:00,Demo Admin
AMB129,2026-03-13,Pass,2027-03-12,,Essex Commercial MOT Centre,2026-03-13T15:55:00,Demo Admin
AMB123,2026-03-14,Pass,2027-03-13,Service brake performance below requirements,Canvey Commercial Testing,2026-03-14T13:48:00,Demo Admin
AMB197,2026-03-14,Pass,2027-03-13,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2026-03-14T10:55:00,Demo Admin
AMB148,2026-03-15,Pass,2027-03-14,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-03-15T09:56:00,Demo Admin
AMB180,2026-03-15,Pass,2027-03-14,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-03-15T12:04:00,Demo Admin
AMB271,2026-03-15,Pass,2027-03-14,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2026-03-15T09:26:00,Demo Admin
AMB289,2026-03-15,Pass,2027-03-14,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2026-03-15T15:30:00,Demo Admin
AMB172,2026-03-16,Pass,2027-03-15,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2026-03-16T13:51:00,Demo Admin
AMB220,2026-03-17,Pass,2027-03-16,,Essex Commercial MOT Centre,2026-03-17T12:10:00,Demo Admin
AMB283,2026-03-19,Pass,2027-03-18,Slight play in steering linkage,Chelmsford Fleet Services,2026-03-19T16:15:00,Demo Admin
AMB187,2026-03-21,Pass,2027-03-20,"Oil leak, but not excessive",Chelmsford Fleet Services,2026-03-21T16:18:00,Demo Admin
AMB279,2026-03-21,Pass,2027-03-20,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2026-03-21T11:29:00,Demo Admin
AMB291,2026-04-05,Pass,2027-04-04,,Chelmsford Fleet Services,2026-04-05T15:08:00,Demo Admin
AMB236,2026-04-07,Pass,2027-04-06,"Oil leak, but not excessive",Essex Commercial MOT Centre,2026-04-07T17:48:00,Demo Admin
AMB173,2026-04-09,Pass,2027-04-08,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2026-04-09T17:38:00,Demo Admin
AMB205,2026-04-09,Pass,2027-04-08,,Southend Vehicle Test Centre,2026-04-09T13:34:00,Demo Admin
AMB195,2026-04-10,Pass,2027-04-09,Headlamp not working,Canvey Commercial Testing,2026-04-10T13:01:00,Demo Admin
AMB211,2026-04-14,Pass,2027-04-13,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2026-04-14T12:21:00,Demo Admin
AMB225,2026-04-14,Pass,2027-04-13,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2026-04-14T12:58:00,Demo Admin
AMB272,2026-04-14,Pass,2027-04-13,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2026-04-14T11:22:00,Demo Admin
AMB237,2026-04-15,Pass,2027-04-14,,Southend Vehicle Test Centre,2026-04-15T15:33:00,Demo Admin
AMB221,2026-04-16,Pass,2027-04-15,Slight play in steering linkage,Chelmsford Fleet Services,2026-04-16T14:57:00,Demo Admin
AMB243,2026-04-18,Pass,2027-04-17,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2026-04-18T15:13:00,Demo Admin
AMB268,2026-04-20,Pass,2027-04-19,,Essex Commercial MOT Centre,2026-04-20T14:47:00,Demo Admin
AMB141,2026-04-21,Pass,2027-04-20,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2026-04-21T09:29:00,Demo Admin
AMB109,2026-04-22,Pass,2027-04-21,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2026-04-22T16:02:00,Demo Admin
AMB273,2026-04-22,Pass,2027-04-21,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2026-04-22T12:53:00,Demo Admin
AMB227,2026-04-24,Pass,2027-04-23,,Canvey Commercial Testing,2026-04-24T12:35:00,Demo Admin
AMB108,2026-05-06,Pass,2027-05-05,,Southend Vehicle Test Centre,2026-05-06T09:05:00,Demo Admin
AMB140,2026-05-07,Pass,2027-05-06,,Southend Vehicle Test Centre,2026-05-07T15:44:00,Demo Admin
AMB297,2026-05-08,Pass,2027-05-07,"Oil leak, but not excessive",Essex Commercial MOT Centre,2026-05-08T15:34:00,Demo Admin
AMB139,2026-05-11,Pass,2027-05-10,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2026-05-11T11:40:00,Demo Admin
AMB124,2026-05-12,Pass,2027-05-11,Slight play in steering linkage,Essex Commercial MOT Centre,2026-05-12T12:02:00,Demo Admin
AMB228,2026-05-12,Pass,2027-05-11,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2026-05-12T17:12:00,Demo Admin
AMB269,2026-05-12,Pass,2027-05-11,,Canvey Commercial Testing,2026-05-12T09:04:00,Demo Admin
AMB276,2026-05-12,Pass,2027-05-11,,Canvey Commercial Testing,2026-05-12T16:27:00,Demo Admin
AMB170,2026-05-14,Pass,2027-05-13,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2026-05-14T09:44:00,Demo Admin
AMB290,2026-05-14,Pass,2027-05-13,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2026-05-14T10:52:00,Demo Admin
AMB219,2026-05-15,Pass,2027-05-14,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2026-05-15T08:13:00,Demo Admin
AMB251,2026-05-15,Pass,2027-05-14,Slight play in steering linkage,Southend Vehicle Test Centre,2026-05-15T13:29:00,Demo Admin
AMB154,2026-05-18,Pass,2027-05-17,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-05-18T13:44:00,Demo Admin
AMB113,2026-05-20,Pass,2027-05-19,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2026-05-20T17:58:00,Demo Admin
AMB229,2026-05-22,Pass,2027-05-21,"Oil leak, but not excessive",Southend Vehicle Test Centre,2026-05-22T14:11:00,Demo Admin
AMB191,2026-05-23,Pass,2027-05-22,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2026-05-23T13:46:00,Demo Admin
AMB158,2026-06-03,Pass,2027-06-02,Slight play in steering linkage,Essex Commercial MOT Centre,2026-06-03T14:00:00,Demo Admin
AMB118,2026-06-05,Pass,2027-06-04,Slight play in steering linkage,Essex Commercial MOT Centre,2026-06-05T09:43:00,Demo Admin
AMB274,2026-06-05,Pass,2027-06-04,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2026-06-05T16:17:00,Demo Admin
AMB153,2026-06-10,Pass,2027-06-09,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2026-06-10T16:57:00,Demo Admin
AMB231,2026-06-13,Pass,2027-06-12,,Chelmsford Fleet Services,2026-06-13T10:30:00,Demo Admin
AMB245,2026-06-13,Pass,2027-06-12,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2026-06-13T16:28:00,Demo Admin
AMB107,2026-06-15,Pass,2027-06-14,,Chelmsford Fleet Services,2026-06-15T16:03:00,Demo Admin
AMB162,2026-06-15,Pass,2027-06-14,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-06-15T13:24:00,Demo Admin
AMB103,2026-06-17,Pass,2027-06-16,Slight play in steering linkage,Southend Vehicle Test Centre,2026-06-17T08:37:00,Demo Admin
AMB255,2026-06-17,Pass,2027-06-16,,Canvey Commercial Testing,2026-06-17T11:30:00,Demo Admin
AMB119,2026-06-18,Pass,2027-06-17,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2026-06-18T15:30:00,Demo Admin
AMB174,2026-06-18,Pass,2027-06-17,,Canvey Commercial Testing,2026-06-18T17:07:00,Demo Admin
AMB253,2026-06-19,Pass,2027-06-18,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2026-06-19T14:13:00,Demo Admin
AMB138,2026-06-20,Pass,2027-06-19,"Oil leak, but not excessive",Southend Vehicle Test Centre,2026-06-20T13:11:00,Demo Admin
AMB288,2026-06-21,Pass,2027-06-20,"Oil leak, but not excessive",Essex Commercial MOT Centre,2026-06-21T09:35:00,Demo Admin
AMB196,2026-06-22,Pass,2027-06-21,"Oil leak, but not excessive",Essex Commercial MOT Centre,2026-06-22T08:17:00,Demo Admin
AMB252,2026-07-06,Pass,2027-07-05,Slight play in steering linkage,Canvey Commercial Testing,2026-07-06T13:26:00,Demo Admin
AMB105,2026-07-08,Pass,2027-07-07,,Essex Commercial MOT Centre,2026-07-08T14:25:00,Demo Admin
AMB175,2026-07-08,Pass,2027-07-07,,Canvey Commercial Testing,2026-07-08T14:04:00,Demo Admin
AMB106,2026-07-10,Pass,2027-07-09,"Oil leak, but not excessive",Southend Vehicle Test Centre,2026-07-10T11:30:00,Demo Admin
AMB183,2026-07-12,Pass,2027-07-11,,Canvey Commercial Testing,2026-07-12T08:11:00,Demo Admin
AMB133,2026-07-15,Pass,2027-07-14,,Chelmsford Fleet Services,2026-07-15T08:52:00,Demo Admin
AMB157,2026-07-15,Pass,2027-07-14,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2026-07-15T14:37:00,Demo Admin
AMB264,2026-07-15,Pass,2027-07-14,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2026-07-15T10:31:00,Demo Admin
AMB188,2026-07-17,Pass,2027-07-16,,Southend Vehicle Test Centre,2026-07-17T17:41:00,Demo Admin
AMB204,2026-07-18,Pass,2027-07-17,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2026-07-18T14:41:00,Demo Admin
AMB218,2026-07-18,Pass,2027-07-17,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2026-07-18T16:20:00,Demo Admin
AMB117,2026-07-19,Pass,2027-07-18,"Oil leak, but not excessive",Essex Commercial MOT Centre,2026-07-19T11:40:00,Demo Admin
AMB280,2026-07-20,Pass,2027-07-19,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2026-07-20T12:06:00,Demo Admin
AMB262,2026-07-22,Pass,2027-07-21,,Essex Commercial MOT Centre,2026-07-22T12:24:00,Demo Admin
AMB131,2026-07-23,Pass,2027-07-22,"Oil leak, but not excessive",Chelmsford Fleet Services,2026-07-23T13:57:00,Demo Admin
AMB149,2026-07-23,Pass,2027-07-22,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2026-07-23T12:14:00,Demo Admin
AMB182,2026-08-09,Pass,2027-08-08,Slight play in steering linkage,Essex Commercial MOT Centre,2026-08-09T16:54:00,Demo Admin
AMB210,2026-08-14,Pass,2027-08-13,,Essex Commercial MOT Centre,2026-08-14T15:44:00,Demo Admin
AMB226,2026-08-14,Pass,2027-08-13,,Essex Commercial MOT Centre,2026-08-14T17:28:00,Demo Admin
AMB214,2026-08-19,Pass,2027-08-18,,Southend Vehicle Test Centre,2026-08-19T13:11:00,Demo Admin
"AMB101","2026-07-30","Pass","2027-08-02","","Canvey Commercial Testing","2026-08-03T22:31:23.333Z","Demo Admin"
