"Registration","TestDate","Result","ExpiryDate","Advisories","TestCentre","RecordedAt","RecordedBy"
"AMB147","2026-01-04","Pass","2027-01-07","Slight play in steering linkage","Chelmsford Fleet Services","2026-01-04T13:25:00","Demo Admin"
"AMB284","2026-01-04","Pass","2027-01-16","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2026-01-04T15:29:00","Demo Admin"
"AMB158","2026-01-06","Pass","2027-01-07","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2026-01-06T13:30:00","Demo Admin"
"AMB135","2026-01-07","Pass","2027-01-08","Oil leak, but not excessive","Chelmsford Fleet Services","2026-01-07T08:19:00","Demo Admin"
"AMB270","2026-01-11","Pass","2027-01-17","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2026-01-11T15:38:00","Demo Admin"
"AMB191","2026-01-11","Pass","2027-01-24","Brake disc worn but not seriously weakened","Southend Vehicle Test Centre","2026-01-11T16:00:00","Demo Admin"
"AMB297","2026-01-13","Pass","2027-01-14","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2026-01-13T11:14:00","Demo Admin"
"AMB223","2026-01-17","Pass","2027-02-03","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-01-17T10:48:00","Demo Admin"
"AMB286","2026-01-18","Pass","2027-01-25","","Canvey Commercial Testing","2026-01-18T15:26:00","Demo Admin"
"AMB203","2026-01-20","Pass","2027-02-06","Oil leak, but not excessive","Canvey Commercial Testing","2026-01-20T09:05:00","Demo Admin"
"AMB184","2026-01-22","Pass","2027-01-23","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2026-01-22T13:56:00","Demo Admin"
"AMB268","2026-01-29","Pass","2027-02-12","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2026-01-29T09:30:00","Demo Admin"
"AMB199","2026-01-30","Pass","2027-02-13","","Essex Commercial MOT Centre","2026-01-30T10:18:00","Demo Admin"
"AMB232","2026-02-04","Pass","2027-02-21","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2026-02-04T10:13:00","Demo Admin"
"AMB300","2026-02-08","Pass","2027-02-22","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2026-02-08T12:13:00","Demo Admin"
"AMB153","2026-02-10","Pass","2027-02-11","Oil leak, but not excessive","Canvey Commercial Testing","2026-02-10T14:17:00","Demo Admin"
"AMB132","2026-02-11","Pass","2027-02-12","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-02-11T08:36:00","Demo Admin"
"AMB265","2026-02-11","Pass","2027-02-18","","Canvey Commercial Testing","2026-02-11T15:58:00","Demo Admin"
"AMB165","2026-02-15","Pass","2027-02-21","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2026-02-15T12:34:00","Demo Admin"
"AMB141","2026-02-15","Pass","2027-02-22","Registration plate deteriorated but not likely to be misread","Southend Vehicle Test Centre","2026-02-15T15:33:00","Demo Admin"
"AMB169","2026-02-18","Pass","2027-03-06","","Chelmsford Fleet Services","2026-02-18T15:30:00","Demo Admin"
"AMB163","2026-02-19","Pass","2027-02-23","Slight play in steering linkage","Canvey Commercial Testing","2026-02-19T09:12:00","Demo Admin"
"AMB137","2026-02-19","Pass","2027-03-07","","Chelmsford Fleet Services","2026-02-19T09:36:00","Demo Admin"
"AMB167","2026-02-19","Pass","2027-02-21","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2026-02-19T16:00:00","Demo Admin"
"AMB238","2026-02-23","Pass","2027-03-03","","Canvey Commercial Testing","2026-02-23T09:34:00","Demo Admin"
"AMB231","2026-02-23","Pass","2027-03-04","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-02-23T11:13:00","Demo Admin"
"AMB218","2026-02-26","Pass","2027-03-05","Oil leak, but not excessive","Canvey Commercial Testing","2026-02-26T13:20:00","Demo Admin"
"AMB254","2026-03-01","Pass","2027-03-05","","Canvey Commercial Testing","2026-03-01T08:24:00","Demo Admin"
"AMB110","2026-03-02","Pass","2027-03-16","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-03-02T08:36:00","Demo Admin"
"AMB214","2026-03-04","Pass","2027-03-07","Oil leak, but not excessive","Chelmsford Fleet Services","2026-03-04T08:38:00","Demo Admin"
"AMB287","2026-03-04","Pass","2027-03-15","Slight play in steering linkage","Canvey Commercial Testing","2026-03-04T10:15:00","Demo Admin"
"AMB179","2026-03-05","Pass","2027-03-14","Oil leak, but not excessive","Canvey Commercial Testing","2026-03-05T08:48:00","Demo Admin"
"AMB124","2026-03-07","Pass","2027-03-07","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2026-03-07T13:50:00","Demo Admin"
"AMB280","2026-03-09","Pass","2027-03-09","Brake disc worn but not seriously weakened","Southend Vehicle Test Centre","2026-03-09T08:36:00","Demo Admin"
"AMB258","2026-03-17","Pass","2027-03-25","","Canvey Commercial Testing","2026-03-17T08:18:00","Demo Admin"
"AMB211","2026-03-18","Pass","2027-03-23","Slight play in steering linkage","Chelmsford Fleet Services","2026-03-18T11:56:00","Demo Admin"
"AMB133","2026-03-20","Pass","2027-03-20","","Southend Vehicle Test Centre","2026-03-20T13:24:00","Demo Admin"
"AMB182","2026-03-21","Pass","2027-04-07","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2026-03-21T09:31:00","Demo Admin"
"AMB273","2026-03-24","Pass","2027-04-07","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2026-03-24T08:05:00","Demo Admin"
"AMB227","2026-03-26","Pass","2027-04-06","","Chelmsford Fleet Services","2026-03-26T15:26:00","Demo Admin"
"AMB142","2026-03-30","Pass","2027-04-16","","Canvey Commercial Testing","2026-03-30T15:28:00","Demo Admin"
"AMB136","2026-03-31","Pass","2027-04-11","Oil leak, but not excessive","Canvey Commercial Testing","2026-03-31T14:20:00","Demo Admin"
"AMB250","2026-04-04","Pass","2027-04-06","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2026-04-04T13:02:00","Demo Admin"
"AMB127","2026-04-07","Pass","2027-04-09","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-04-07T12:52:00","Demo Admin"
"AMB117","2026-04-07","Pass","2027-04-14","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2026-04-07T16:35:00","Demo Admin"
"AMB216","2026-04-10","Pass","2027-04-13","","Southend Vehicle Test Centre","2026-04-10T10:07:00","Demo Admin"
"AMB230","2026-04-10","Pass","2027-04-15","","Chelmsford Fleet Services","2026-04-10T13:13:00","Demo Admin"
"AMB272","2026-04-11","Pass","2027-04-11","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2026-04-11T13:18:00","Demo Admin"
"AMB240","2026-04-17","Pass","2027-04-20","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2026-04-17T14:37:00","Demo Admin"
"AMB245","2026-04-20","Pass","2027-05-03","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2026-04-20T14:58:00","Demo Admin"
"AMB241","2026-04-21","Pass","2027-04-24","","Chelmsford Fleet Services","2026-04-21T13:21:00","Demo Admin"
"AMB193","2026-04-21","Pass","2027-04-24","Minor windscreen damage outside driver's view","Southend Vehicle Test Centre","2026-04-21T16:48:00","Demo Admin"
"AMB188","2026-05-03","Pass","2027-05-12","","Southend Vehicle Test Centre","2026-05-03T12:20:00","Demo Admin"
"AMB125","2026-05-03","Pass","2027-05-14","Oil leak, but not excessive","Canvey Commercial Testing","2026-05-03T14:14:00","Demo Admin"
"AMB189","2026-05-03","Pass","2027-05-18","","Essex Commercial MOT Centre","2026-05-03T16:38:00","Demo Admin"
"AMB154","2026-05-05","Pass","2027-05-07","","Essex Commercial MOT Centre","2026-05-05T10:49:00","Demo Admin"
"AMB150","2026-05-05","Pass","2027-05-07","Slight play in steering linkage","Chelmsford Fleet Services","2026-05-05T11:46:00","Demo Admin"
"AMB289","2026-05-05","Pass","2027-05-14","Slight play in steering linkage","Chelmsford Fleet Services","2026-05-05T15:54:00","Demo Admin"
"AMB170","2026-05-07","Pass","2027-05-17","","Canvey Commercial Testing","2026-05-07T12:18:00","Demo Admin"
"AMB105","2026-05-08","Pass","2027-05-25","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2026-05-08T14:11:00","Demo Admin"
"AMB262","2026-05-09","Pass","2027-05-18","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2026-05-09T15:34:00","Demo Admin"
"AMB282","2026-05-12","Pass","2027-05-24","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2026-05-12T15:42:00","Demo Admin"
"AMB107","2026-05-14","Pass","2027-05-23","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2026-05-14T13:09:00","Demo Admin"
"AMB219","2026-05-15","Pass","2027-05-16","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2026-05-15T10:01:00","Demo Admin"
"AMB207","2026-05-16","Pass","2027-05-24","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2026-05-16T12:01:00","Demo Admin"
"AMB176","2026-05-19","Pass","2027-06-05","Oil leak, but not excessive","Chelmsford Fleet Services","2026-05-19T12:32:00","Demo Admin"
"AMB281","2026-05-27","Pass","2027-06-03","","Canvey Commercial Testing","2026-05-27T14:34:00","Demo Admin"
"AMB156","2026-05-29","Pass","2027-06-10","Slight play in steering linkage","Canvey Commercial Testing","2026-05-29T12:31:00","Demo Admin"
"AMB159","2026-05-30","Pass","2027-06-14","Slight play in steering linkage","Canvey Commercial Testing","2026-05-30T11:18:00","Demo Admin"
"AMB149","2026-05-31","Pass","2027-06-04","","Chelmsford Fleet Services","2026-05-31T15:24:00","Demo Admin"
"AMB243","2026-06-01","Pass","2027-06-10","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2026-06-01T08:17:00","Demo Admin"
"AMB190","2026-06-05","Pass","2027-06-11","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2026-06-05T13:53:00","Demo Admin"
"AMB276","2026-06-05","Pass","2027-06-20","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2026-06-05T15:55:00","Demo Admin"
"AMB175","2026-06-11","Pass","2027-06-17","Minor windscreen damage outside driver's view","Southend Vehicle Test Centre","2026-06-11T12:33:00","Demo Admin"
"AMB288","2026-06-14","Pass","2027-06-18","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-06-14T14:17:00","Demo Admin"
"AMB101","2026-06-16","Pass","2027-06-16","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2026-06-16T08:07:00","Demo Admin"
"AMB112","2026-06-17","Pass","2027-06-18","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2026-06-17T12:38:00","Demo Admin"
"AMB294","2026-06-17","Pass","2027-06-21","Oil leak, but not excessive","Essex Commercial MOT Centre","2026-06-17T16:18:00","Demo Admin"
"AMB151","2026-06-22","Pass","2027-06-25","","Chelmsford Fleet Services","2026-06-22T16:21:00","Demo Admin"
"AMB114","2026-06-24","Pass","2027-07-10","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2026-06-24T08:19:00","Demo Admin"
"AMB160","2026-06-27","Pass","2027-07-04","","Canvey Commercial Testing","2026-06-27T11:12:00","Demo Admin"
"AMB102","2026-06-29","Pass","2027-07-07","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-06-29T13:31:00","Demo Admin"
"AMB295","2026-07-01","Pass","2027-07-12","Oil leak, but not excessive","Essex Commercial MOT Centre","2026-07-01T11:46:00","Demo Admin"
"AMB187","2026-07-02","Pass","2027-07-08","Oil leak, but not excessive","Southend Vehicle Test Centre","2026-07-02T16:00:00","Demo Admin"
"AMB120","2026-07-03","Pass","2027-07-12","Oil leak, but not excessive","Canvey Commercial Testing","2026-07-03T11:55:00","Demo Admin"
"AMB267","2026-07-04","Pass","2027-07-21","","Southend Vehicle Test Centre","2026-07-04T15:27:00","Demo Admin"
"AMB264","2026-07-05","Pass","2027-07-10","","Essex Commercial MOT Centre","2026-07-05T08:52:00","Demo Admin"
"AMB206","2026-07-07","Pass","2027-07-23","","Essex Commercial MOT Centre","2026-07-07T15:00:00","Demo Admin"
"AMB115","2026-07-07","Pass","2027-07-13","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2026-07-07T15:13:00","Demo Admin"
"AMB130","2026-07-09","Pass","2027-07-15","Oil leak, but not excessive","Chelmsford Fleet Services","2026-07-09T10:33:00","Demo Admin"
"AMB210","2026-07-09","Pass","2027-07-11","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2026-07-09T12:20:00","Demo Admin"
"AMB239","2026-07-11","Pass","2027-07-14","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2026-07-11T14:27:00","Demo Admin"
"AMB198","2026-07-13","Pass","2027-07-21","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2026-07-13T15:32:00","Demo Admin"
"AMB205","2026-07-17","Pass","2027-07-22","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2026-07-17T11:17:00","Demo Admin"
"AMB217","2026-07-21","Pass","2027-07-24","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2026-07-21T11:27:00","Demo Admin"
"AMB248","2026-07-21","Pass","2027-08-07","Oil leak, but not excessive","Canvey Commercial Testing","2026-07-21T11:31:00","Demo Admin"
"AMB140","2026-07-25","Pass","2027-08-06","","Southend Vehicle Test Centre","2026-07-25T08:54:00","Demo Admin"
"AMB247","2026-08-02","Pass","2027-08-09","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2026-08-02T09:53:00","Demo Admin"
"AMB221","2026-08-04","Pass","2027-08-04","","Canvey Commercial Testing","2026-08-04T16:57:00","Demo Admin"
"AMB278","2026-08-05","Pass","2027-08-08","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2026-08-05T16:24:00","Demo Admin"
